study_id,outcome_id,title,year,authors,outcome_name,outcome_dimension,blooms_level,n_treatment,n_control,m_treatment,sd_treatment,m_control,sd_control,hedges_g,se_g,ci_lower,ci_upper,cohens_d,t_value,f_value,p_value,eta_squared,effect_source,extraction_method,effect_direction,flag,study_design,genai_tool,measure_type,measure_instrument,source,reliability,review_needed,extraction_status,mean_difference,standard_error,confidence_interval_lower,confidence_interval_upper,u_value,z_value,effect_size,sample_size_total,relative_effect,verification_status,verification_confidence,data_tier,verification_method
63,063_01,Evaluation of ChatGPT’s Real-Life Implementation in Undergraduate Dental Education: Mixed Methods Study,2023.0,,knowledge examination,cognitive,understand,39.0,38.0,7.54,1.18,6.94,1.12,0.5161,0.2317,0.062,0.9703,0.5214,,,< .045,,calculated_M_SD,,positive,,RCT,ChatGPT,post-test,multiple-choice questions,OpenAlex,,,,,,,,,,,,,MANUAL_VERIFIED,100.0,1,manual_pdf_review
64,064_01,Exploring the impact of using Chat-GPT on student learning outcomes in technology learning: The comprehensive experiment,2023.0,Muhammad Hakiki; Radinal Fadli; A. Samala; Ade Fricticarani; Popi Dayurni; Kurniati Rahmadani; Ayu Dewi Astiti,student learning outcomes in technology learning,cognitive,,31.0,31.0,81.81,3.353,70.45,9.277,1.6082,0.2922,1.0355,2.1809,1.6286,5.424,,< .05,,calculated_M_SD,,positive,,,,post-test,,Semantic Scholar,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
64,064_02,Exploring the impact of using Chat-GPT on student learning outcomes in technology learning: The comprehensive experiment,2023.0,Muhammad Hakiki; Radinal Fadli; A. Samala; Ade Fricticarani; Popi Dayurni; Kurniati Rahmadani; Ayu Dewi Astiti,student engagement in technology learning,behavioral,,31.0,31.0,,,,,,,,,,,,,,insufficient_data,,positive,,,,post-test,"indicators of participation in discussions, activity in learning tasks, and students' perception of engagement",Semantic Scholar,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
65,065_01,GPTeach: Interactive TA Training with GPT-based Students,2023.0,Julia M. Markel; Steven G. Opferman; J. Landay; C. Piech,recommender score,affective,,5.0,5.0,8.5,,5.7,,,,,,,,,0.05,,insufficient_data,table_ocr,,,,,post-test,recommendation questionnaire,Semantic Scholar,,,,,,,,,,2.8,,49.0,OCR_VERIFIED,100.0,1,ocr_cache
66,066_01,Leveraging ChatGPT for Enhancing Critical Thinking Skills,2023.0,Ying Guo; Daniel Lee,Ask Probing Questions,cognitive,analyze,,,,,,,,,,,,,,0.03,,insufficient_data,table_ocr,,,,,post-test,Survey questionnaire,ERIC,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
66,066_02,Leveraging ChatGPT for Enhancing Critical Thinking Skills,2023.0,Ying Guo; Daniel Lee,Analyze/Make Logical Conclusions,cognitive,analyze,,,,,,,,,,,,,,0.003,,insufficient_data,table_ocr,,,,,post-test,Survey questionnaire,ERIC,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
66,066_03,Leveraging ChatGPT for Enhancing Critical Thinking Skills,2023.0,Ying Guo; Daniel Lee,Understand Complex Concepts,cognitive,understand,,,,,,,,,,,,,,0.005,,insufficient_data,table_ocr,,,,,post-test,Survey questionnaire,ERIC,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
66,066_04,Leveraging ChatGPT for Enhancing Critical Thinking Skills,2023.0,Ying Guo; Daniel Lee,Provide Diverse Perspectives,cognitive,create,,,,,,,,,,,,,,0.006,,insufficient_data,table_ocr,,,,,post-test,Survey questionnaire,ERIC,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
66,066_05,Leveraging ChatGPT for Enhancing Critical Thinking Skills,2023.0,Ying Guo; Daniel Lee,Recommend ChatGPT for Future Use,affective,,,,,,,,,,,,,,,0.039,,insufficient_data,table_ocr,,,,,post-test,Survey questionnaire,ERIC,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
67,067_01,"Writing, Creativity, and Artificial Intelligence: ChatGPT in the University Context",2023.0,María-Isabel de Vicente-Yagüe-Jara; Olivia López-Martínez; Verónica Navarro-Navarro; Francisco Cuéllar-Santiago,G2 Fluency,cognitive,create,,,29.3,16.9,,,,,,,,,,,,insufficient_data,table_ocr,,,,,AI systems,Creative Imagination Test for Adults,ERIC,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
67,067_02,"Writing, Creativity, and Artificial Intelligence: ChatGPT in the University Context",2023.0,María-Isabel de Vicente-Yagüe-Jara; Olivia López-Martínez; Verónica Navarro-Navarro; Francisco Cuéllar-Santiago,G2 Flexibility,cognitive,create,,,12.35,5.33,,,,,,,,,,,,insufficient_data,table_ocr,,,,,AI systems,Creative Imagination Test for Adults,ERIC,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
67,067_03,"Writing, Creativity, and Artificial Intelligence: ChatGPT in the University Context",2023.0,María-Isabel de Vicente-Yagüe-Jara; Olivia López-Martínez; Verónica Navarro-Navarro; Francisco Cuéllar-Santiago,G2 Narrative Originality,cognitive,create,,,20.37,20.5,,,,,,,,,,,,insufficient_data,table_ocr,,,,,AI systems,Creative Imagination Test for Adults,ERIC,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
67,067_04,"Writing, Creativity, and Artificial Intelligence: ChatGPT in the University Context",2023.0,María-Isabel de Vicente-Yagüe-Jara; Olivia López-Martínez; Verónica Navarro-Navarro; Francisco Cuéllar-Santiago,G3 Fluency,cognitive,create,,,10.65,7.44,,,,,,,,,,,,insufficient_data,table_ocr,,,,,AI systems,Creative Imagination Test for Adults,ERIC,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
67,067_05,"Writing, Creativity, and Artificial Intelligence: ChatGPT in the University Context",2023.0,María-Isabel de Vicente-Yagüe-Jara; Olivia López-Martínez; Verónica Navarro-Navarro; Francisco Cuéllar-Santiago,G3 Flexibility,cognitive,create,,,6.9,4.34,,,,,,,,,,,,insufficient_data,table_ocr,,,,,AI systems,Creative Imagination Test for Adults,ERIC,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
67,067_06,"Writing, Creativity, and Artificial Intelligence: ChatGPT in the University Context",2023.0,María-Isabel de Vicente-Yagüe-Jara; Olivia López-Martínez; Verónica Navarro-Navarro; Francisco Cuéllar-Santiago,G3 Narrative Originality,cognitive,create,,,7.3,7.82,,,,,,,,,,,,insufficient_data,table_ocr,,,,,AI systems,Creative Imagination Test for Adults,ERIC,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
67,067_07,"Writing, Creativity, and Artificial Intelligence: ChatGPT in the University Context",2023.0,María-Isabel de Vicente-Yagüe-Jara; Olivia López-Martínez; Verónica Navarro-Navarro; Francisco Cuéllar-Santiago,G2 Fluency,cognitive,create,,,10.8,5.76,9.05,5.59,,,,,,,,,,insufficient_data,table_ocr,,,,,students,Creative Imagination Test for Adults,ERIC,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
67,067_08,"Writing, Creativity, and Artificial Intelligence: ChatGPT in the University Context",2023.0,María-Isabel de Vicente-Yagüe-Jara; Olivia López-Martínez; Verónica Navarro-Navarro; Francisco Cuéllar-Santiago,G2 Flexibility,cognitive,create,,,7.61,3.6,7.38,3.81,,,,,,,,,,insufficient_data,table_ocr,,,,,students,Creative Imagination Test for Adults,ERIC,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
67,067_09,"Writing, Creativity, and Artificial Intelligence: ChatGPT in the University Context",2023.0,María-Isabel de Vicente-Yagüe-Jara; Olivia López-Martínez; Verónica Navarro-Navarro; Francisco Cuéllar-Santiago,G2 Narrative Originality,cognitive,create,,,11.42,8.25,10.2,,,,,,,,,,,insufficient_data,table_ocr,,,,,students,Creative Imagination Test for Adults,ERIC,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
67,067_10,"Writing, Creativity, and Artificial Intelligence: ChatGPT in the University Context",2023.0,María-Isabel de Vicente-Yagüe-Jara; Olivia López-Martínez; Verónica Navarro-Navarro; Francisco Cuéllar-Santiago,G3 Fluency,cognitive,create,,,9.87,5.66,8.2,5.09,,,,,,,,,,insufficient_data,table_ocr,,,,,students,Creative Imagination Test for Adults,ERIC,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
67,067_11,"Writing, Creativity, and Artificial Intelligence: ChatGPT in the University Context",2023.0,María-Isabel de Vicente-Yagüe-Jara; Olivia López-Martínez; Verónica Navarro-Navarro; Francisco Cuéllar-Santiago,G3 Flexibility,cognitive,create,,,6.95,3.33,6.53,3.97,,,,,,,,,,insufficient_data,table_ocr,,,,,students,Creative Imagination Test for Adults,ERIC,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
67,067_12,"Writing, Creativity, and Artificial Intelligence: ChatGPT in the University Context",2023.0,María-Isabel de Vicente-Yagüe-Jara; Olivia López-Martínez; Verónica Navarro-Navarro; Francisco Cuéllar-Santiago,G3 Narrative Originality,cognitive,create,,,9.84,8.89,7.47,,,,,,,,,,,insufficient_data,table_ocr,,,,,students,Creative Imagination Test for Adults,ERIC,,,,,,,,,,,,,OCR_VERIFIED,100.0,1,ocr_cache
68,068_01,"Beware of Metacognitive Laziness: Effects of Generative Artificial Intelligence on Learning Motivation, Processes, and Performance",2018.0,,,,,,,,,,,,,,,,,,,,,,,,quasi-experimental,ChatGPT,,,Semantic Scholar,,,ocr_failed,,,,,,,,,,NOT_CHECKED,0.0,3,none
69,069_01,The Effect of Flipped Interactive Learning (FIL) Based on ChatGPT on Students’ Skills in a Large Programming Class,,,programming skills,cognitive,apply,38.0,36.0,8.34,1.42,7.56,1.84,0.4713,0.2358,0.0092,0.9334,0.4763,-2.063,,0.04,,calculated_M_SD,,positive,,quasi-experimental,ChatGPT,post-test,Visual Basic 6 programming test,Semantic Scholar,,,,,,,,,,,,,VERIFIED,100.0,1,pdf_cross_check
