study_id,outcome_id,title,year,authors,outcome_name,outcome_dimension,blooms_level,n_treatment,n_control,m_treatment,sd_treatment,m_control,sd_control,hedges_g,se_g,ci_lower,ci_upper,cohens_d,t_value,f_value,p_value,eta_squared,study_design,genai_tool,source,doi,age_mean_control,age_mean_treatment,age_sd_control,age_sd_treatment,baseline_age_p,baseline_age_t,baseline_gender_chi2,baseline_gender_p,baseline_gpa_p,baseline_gpa_t,extraction_confidence,gender_female_n_control,gender_female_n_treatment,gender_male_n_control,gender_male_n_treatment,gpa_mean_control,gpa_mean_treatment,gpa_sd_control,gpa_sd_treatment,grade_level_control,grade_level_treatment,group_label_control,group_label_treatment,notes,program_type_control,program_type_treatment
40,040_06,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025,Yvonne Tiandem-Adamou,Organization & Coherence,cognitive,create,100,100,3.05,0.209,2.93,0.294,0.4074,NA,NA,NA,0.409,1.313,NA,0.205,NA,RCT,not_reported,Semantic Scholar,10.61414/jeti.v6i4.213,,,,,,,,,,,high,,,,,,,,,,,,,"Table 1 shows overall demographics for 100 participants: 89% aged 18-19, 51% female, 91% freshmen, all Chinese. No group-specific breakdown provided.",,
40,040_07,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025,Yvonne Tiandem-Adamou,Vocabulary Usage,cognitive,apply,100,100,3.01,0.285,3.07,0.08,0.3208,NA,NA,NA,0.322,-0.834,NA,0.415,NA,RCT,not_reported,Semantic Scholar,10.61414/jeti.v6i4.213,,,,,,,,,,,high,,,,,,,,,,,,,"Table 1 shows overall demographics for 100 participants: 89% aged 18-19, 51% female, 91% freshmen, all Chinese. No group-specific breakdown provided.",,
40,040_08,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025,Yvonne Tiandem-Adamou,Argumentation,cognitive,evaluate,100,100,3.1,0.103,2.98,0.111,0.0767,NA,NA,NA,0.077,6.99,NA,0.001,NA,RCT,not_reported,Semantic Scholar,10.61414/jeti.v6i4.213,,,,,,,,,,,high,,,,,,,,,,,,,"Table 1 shows overall demographics for 100 participants: 89% aged 18-19, 51% female, 91% freshmen, all Chinese. No group-specific breakdown provided.",,
40,040_09,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025,Yvonne Tiandem-Adamou,Mechanics,cognitive,apply,100,100,2.99,0.34,2.9,0.343,0.4812,NA,NA,NA,0.483,0.88,NA,0.39,NA,RCT,not_reported,Semantic Scholar,10.61414/jeti.v6i4.213,,,,,,,,,,,high,,,,,,,,,,,,,"Table 1 shows overall demographics for 100 participants: 89% aged 18-19, 51% female, 91% freshmen, all Chinese. No group-specific breakdown provided.",,
40,040_10,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025,Yvonne Tiandem-Adamou,Overall Writing Performance Score,cognitive,create,100,100,15.11,0.106,14.83,0.523,0.7561,NA,NA,NA,0.759,1.619,NA,0.122,NA,RCT,not_reported,Semantic Scholar,10.61414/jeti.v6i4.213,,,,,,,,,,,high,,,,,,,,,,,,,"Table 1 shows overall demographics for 100 participants: 89% aged 18-19, 51% female, 91% freshmen, all Chinese. No group-specific breakdown provided.",,
40,040_11,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025,Yvonne Tiandem-Adamou,Grammar & Syntax,cognitive,apply,100,100,2.96,0.298,2.96,0.248,0.2451,NA,NA,NA,0.246,15.983,NA,0.001,NA,RCT,not_reported,Semantic Scholar,10.61414/jeti.v6i4.213,,,,,,,,,,,high,,,,,,,,,,,,,"Table 1 shows overall demographics for 100 participants: 89% aged 18-19, 51% female, 91% freshmen, all Chinese. No group-specific breakdown provided.",,
40,040_12,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025,Yvonne Tiandem-Adamou,Organization & Coherence,cognitive,create,100,100,3.05,0.209,2.93,0.294,0.2849,NA,NA,NA,0.286,7.653,NA,0.001,NA,RCT,not_reported,Semantic Scholar,10.61414/jeti.v6i4.213,,,,,,,,,,,high,,,,,,,,,,,,,"Table 1 shows overall demographics for 100 participants: 89% aged 18-19, 51% female, 91% freshmen, all Chinese. No group-specific breakdown provided.",,
40,040_13,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025,Yvonne Tiandem-Adamou,Vocabulary Usage,cognitive,apply,100,100,3.01,0.285,3.07,0.08,0.1664,NA,NA,NA,0.167,15.023,NA,0.001,NA,RCT,not_reported,Semantic Scholar,10.61414/jeti.v6i4.213,,,,,,,,,,,high,,,,,,,,,,,,,"Table 1 shows overall demographics for 100 participants: 89% aged 18-19, 51% female, 91% freshmen, all Chinese. No group-specific breakdown provided.",,
40,040_14,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025,Yvonne Tiandem-Adamou,Argumentation,cognitive,evaluate,100,100,3.1,0.103,2.98,0.111,0.1594,NA,NA,NA,0.16,19.164,NA,0.001,NA,RCT,not_reported,Semantic Scholar,10.61414/jeti.v6i4.213,,,,,,,,,,,high,,,,,,,,,,,,,"Table 1 shows overall demographics for 100 participants: 89% aged 18-19, 51% female, 91% freshmen, all Chinese. No group-specific breakdown provided.",,
40,040_15,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025,Yvonne Tiandem-Adamou,Mechanics,cognitive,apply,100,100,2.99,0.34,2.9,0.343,0.3118,NA,NA,NA,0.313,13.773,NA,0.001,NA,RCT,not_reported,Semantic Scholar,10.61414/jeti.v6i4.213,,,,,,,,,,,high,,,,,,,,,,,,,"Table 1 shows overall demographics for 100 participants: 89% aged 18-19, 51% female, 91% freshmen, all Chinese. No group-specific breakdown provided.",,
40,040_16,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025,Yvonne Tiandem-Adamou,Overall Writing Performance Score,cognitive,create,100,100,15.11,0.106,14.83,0.523,0.4612,NA,NA,NA,0.463,34.584,NA,0.001,NA,RCT,not_reported,Semantic Scholar,10.61414/jeti.v6i4.213,,,,,,,,,,,high,,,,,,,,,,,,,"Table 1 shows overall demographics for 100 participants: 89% aged 18-19, 51% female, 91% freshmen, all Chinese. No group-specific breakdown provided.",,
40,040_17,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025,Yvonne Tiandem-Adamou,Total Writing Performance Score,cognitive,create,20,20,21.2,0.359,17.61,0.354,9.8698,1.1479,7.6199,12.1197,10.0699,1.619,NA,0.998,NA,RCT,not_reported,Semantic Scholar,10.61414/jeti.v6i4.213,,,,,,,,,,,high,,,,,,,,,,,,,"Table 1 shows overall demographics for 100 participants: 89% aged 18-19, 51% female, 91% freshmen, all Chinese. No group-specific breakdown provided.",,
41,041_01,Why unequal AI access enhances team productivity: the mediating role of interaction processes and cognitive diversity,2025,Jin‐Hee Han; Ruqin Ren,Task quality,cognitive,create,40,40,5.654,0.08,4.958,0.818,1.186,0.2425,0.7108,1.6613,1.1976,-5.103,NA,0.01,NA,RCT,not_reported,OpenAlex,10.3389/fpsyg.2025.1636906,,,,,,,,,,,medium,,,,,,,,,,,No AI access,Unequal AI access,"Table 3 shows descriptive statistics for Condition 1 (unequal access, N=40) and Condition 2 (full access, N=20). Female proportion 0.725 vs 0.700, t-test p=0.789. Study involved 120 participants total, 72% female, undergraduates and graduate students from China university. No baseline comparison table for control vs treatment groups found.",undergraduate/graduate,undergraduate/graduate
41,041_02,Why unequal AI access enhances team productivity: the mediating role of interaction processes and cognitive diversity,2025,Jin‐Hee Han; Ruqin Ren,Task quality,cognitive,create,20,40,5.25,0.118,4.958,0.818,0.4275,0.2766,-0.1147,0.9697,0.4331,2.881,NA,0.01,NA,RCT,not_reported,OpenAlex,10.3389/fpsyg.2025.1636906,,,,,,,,,,,medium,,,,,,,,,,,No AI access,Unequal AI access,"Table 3 shows descriptive statistics for Condition 1 (unequal access, N=40) and Condition 2 (full access, N=20). Female proportion 0.725 vs 0.700, t-test p=0.789. Study involved 120 participants total, 72% female, undergraduates and graduate students from China university. No baseline comparison table for control vs treatment groups found.",undergraduate/graduate,undergraduate/graduate
41,041_03,Why unequal AI access enhances team productivity: the mediating role of interaction processes and cognitive diversity,2025,Jin‐Hee Han; Ruqin Ren,Task time,behavioral,not_reported,40,40,10.013,1.108,30.55,9.419,-3.0329,0.3279,-3.6755,-2.3903,-3.0624,13.556,NA,0.01,NA,RCT,not_reported,OpenAlex,10.3389/fpsyg.2025.1636906,,,,,,,,,,,medium,,,,,,,,,,,No AI access,Unequal AI access,"Table 3 shows descriptive statistics for Condition 1 (unequal access, N=40) and Condition 2 (full access, N=20). Female proportion 0.725 vs 0.700, t-test p=0.789. Study involved 120 participants total, 72% female, undergraduates and graduate students from China university. No baseline comparison table for control vs treatment groups found.",undergraduate/graduate,undergraduate/graduate
41,041_04,Why unequal AI access enhances team productivity: the mediating role of interaction processes and cognitive diversity,2025,Jin‐Hee Han; Ruqin Ren,Task time,behavioral,not_reported,20,40,15.15,1.491,30.55,9.419,-1.9561,0.3269,-2.5969,-1.3153,-1.9818,-3.312,NA,0.01,NA,RCT,not_reported,OpenAlex,10.3389/fpsyg.2025.1636906,,,,,,,,,,,medium,,,,,,,,,,,No AI access,Unequal AI access,"Table 3 shows descriptive statistics for Condition 1 (unequal access, N=40) and Condition 2 (full access, N=20). Female proportion 0.725 vs 0.700, t-test p=0.789. Study involved 120 participants total, 72% female, undergraduates and graduate students from China university. No baseline comparison table for control vs treatment groups found.",undergraduate/graduate,undergraduate/graduate
41,041_05,Why unequal AI access enhances team productivity: the mediating role of interaction processes and cognitive diversity,2025,Jin‐Hee Han; Ruqin Ren,Cognitive diversity,cognitive,analyze,40,40,0.631,0.011,0.618,0.102,0.1775,0.224,-0.2617,0.6166,0.1792,5.938,NA,0.01,NA,RCT,not_reported,OpenAlex,10.3389/fpsyg.2025.1636906,,,,,,,,,,,medium,,,,,,,,,,,No AI access,Unequal AI access,"Table 3 shows descriptive statistics for Condition 1 (unequal access, N=40) and Condition 2 (full access, N=20). Female proportion 0.725 vs 0.700, t-test p=0.789. Study involved 120 participants total, 72% female, undergraduates and graduate students from China university. No baseline comparison table for control vs treatment groups found.",undergraduate/graduate,undergraduate/graduate
41,041_06,Why unequal AI access enhances team productivity: the mediating role of interaction processes and cognitive diversity,2025,Jin‐Hee Han; Ruqin Ren,Cognitive diversity,cognitive,analyze,20,40,0.51,0.018,0.618,0.102,-1.2649,0.2972,-1.8474,-0.6824,-1.2815,-1.299,NA,0.197,NA,RCT,not_reported,OpenAlex,10.3389/fpsyg.2025.1636906,,,,,,,,,,,medium,,,,,,,,,,,No AI access,Unequal AI access,"Table 3 shows descriptive statistics for Condition 1 (unequal access, N=40) and Condition 2 (full access, N=20). Female proportion 0.725 vs 0.700, t-test p=0.789. Study involved 120 participants total, 72% female, undergraduates and graduate students from China university. No baseline comparison table for control vs treatment groups found.",undergraduate/graduate,undergraduate/graduate
42,042_01,AI Support Meets AR Visualization for Alice and Bob: Personalized Learning Based on Individual ChatGPT Feedback in an AR Quantum Cryptography Experiment for Physics Lab Courses,2024,Atakan Coban; David Dzsotjan; Stefan Küchemann; Jürgen Durst; Jochen Kuhn; Christoph Hoyer,D-scores (difference between response scores with and without feedback),cognitive,apply,11,10,0.136,0.595,-0.575,0.602,1.1414,NA,NA,NA,1.189,2.721,NA,0.014,NA,not_reported,not_reported,arXiv,,,,,,,,,,,,high,,,,,,,,,,,,,No baseline demographics table found in provided pages - only results tables and references visible,,
42,042_02,AI Support Meets AR Visualization for Alice and Bob: Personalized Learning Based on Individual ChatGPT Feedback in an AR Quantum Cryptography Experiment for Physics Lab Courses,2024,Atakan Coban; David Dzsotjan; Stefan Küchemann; Jürgen Durst; Jochen Kuhn; Christoph Hoyer,Q1 - With vs Without ChatGPT feedback,cognitive,apply,11,11,0.5,0.362,0.454,0.395,0.1168,0.4268,-0.7197,0.9533,0.1214,-1,NA,0.17,NA,not_reported,not_reported,arXiv,,,,,,,,,,,,high,,,,,,,,,,,,,No baseline demographics table found in provided pages - only results tables and references visible,,
42,042_03,AI Support Meets AR Visualization for Alice and Bob: Personalized Learning Based on Individual ChatGPT Feedback in an AR Quantum Cryptography Experiment for Physics Lab Courses,2024,Atakan Coban; David Dzsotjan; Stefan Küchemann; Jürgen Durst; Jochen Kuhn; Christoph Hoyer,Q2 - With vs Without ChatGPT feedback,cognitive,apply,10,10,0.675,0.265,0.35,0.428,0.8744,NA,NA,NA,0.913,-3.545,NA,0.003,NA,not_reported,not_reported,arXiv,,,,,,,,,,,,high,,,,,,,,,,,,,No baseline demographics table found in provided pages - only results tables and references visible,,
42,042_04,AI Support Meets AR Visualization for Alice and Bob: Personalized Learning Based on Individual ChatGPT Feedback in an AR Quantum Cryptography Experiment for Physics Lab Courses,2024,Atakan Coban; David Dzsotjan; Stefan Küchemann; Jürgen Durst; Jochen Kuhn; Christoph Hoyer,Q3 - With vs Without ChatGPT feedback,cognitive,apply,11,11,0.636,0.234,0.295,0.101,1.8202,NA,NA,NA,1.892,-4.892,NA,0.001,NA,not_reported,not_reported,arXiv,,,,,,,,,,,,high,,,,,,,,,,,,,No baseline demographics table found in provided pages - only results tables and references visible,,
42,042_05,AI Support Meets AR Visualization for Alice and Bob: Personalized Learning Based on Individual ChatGPT Feedback in an AR Quantum Cryptography Experiment for Physics Lab Courses,2024,Atakan Coban; David Dzsotjan; Stefan Küchemann; Jürgen Durst; Jochen Kuhn; Christoph Hoyer,Q4 - With vs Without ChatGPT feedback,cognitive,apply,10,10,0.5,0.289,0.35,0.316,0.4741,NA,NA,NA,0.495,-1.964,NA,0.04,NA,not_reported,not_reported,arXiv,,,,,,,,,,,,high,,,,,,,,,,,,,No baseline demographics table found in provided pages - only results tables and references visible,,
43,043_01,Applicability of ChatGPT in Online Collaborative Learning: Evidence Based on Learning Outcomes,2024,Haixin Liu,knowledge activation,cognitive,apply,15,15,670.85,330.53,220.9,104.03,1.7867,0.4319,0.9402,2.6333,1.8364,2.903,NA,0.02,NA,not_reported,not_reported,Semantic Scholar,10.33422/iaceducation.v1i1.656,,,,,,,,,,,low,,,,,,,,,,,Control group (traditional online search),Experimental group (ChatGPT),"No demographic table found. Study mentions 30 students total, pre-test t=0.254, p=0.806 for knowledge levels. Students from computer science, education technology, education, psychology programs.",undergraduate,undergraduate
43,043_02,Applicability of ChatGPT in Online Collaborative Learning: Evidence Based on Learning Outcomes,2024,Haixin Liu,online collaborative learning performance,cognitive,evaluate,15,15,86.8,4.43,79,4.3,1.7385,0.4286,0.8984,2.5785,1.7867,NA,7.112,0.032,NA,not_reported,not_reported,Semantic Scholar,10.33422/iaceducation.v1i1.656,,,,,,,,,,,low,,,,,,,,,,,Control group (traditional online search),Experimental group (ChatGPT),"No demographic table found. Study mentions 30 students total, pre-test t=0.254, p=0.806 for knowledge levels. Students from computer science, education technology, education, psychology programs.",undergraduate,undergraduate
43,043_03,Applicability of ChatGPT in Online Collaborative Learning: Evidence Based on Learning Outcomes,2024,Haixin Liu,critical thinking,cognitive,evaluate,15,15,4.27,0.42,3.51,0.32,1.9805,0.4458,1.1068,2.8542,2.0356,NA,15.01,0.001,NA,not_reported,not_reported,Semantic Scholar,10.33422/iaceducation.v1i1.656,,,,,,,,,,,low,,,,,,,,,,,Control group (traditional online search),Experimental group (ChatGPT),"No demographic table found. Study mentions 30 students total, pre-test t=0.254, p=0.806 for knowledge levels. Students from computer science, education technology, education, psychology programs.",undergraduate,undergraduate
44,044_01,"ChatGPT in didactical tetrahedron, does it make an exception? A case study in mathematics teaching and learning",2024,Dadan Dasari; Agus Hendriyanto; Sani Sahara; Didi Suryadi; Lukman Hakim Muhaimin; Theodore Chao; Laila Fitriana,mathematical problem-solving abilities,cognitive,apply,9,11,9.816,5.553,30.303,13.288,-1.8557,0.5368,-2.9078,-0.8037,-1.9376,NA,20.6,< 0.01,0.469,RCT,not_reported,OpenAlex,10.3389/feduc.2023.1295413,,,,,,,,,,,medium,,,,,,,,,sixth-semester mathematics education students,sixth-semester mathematics education students,Control,Experiment 1/Experiment 2,"Table 1 shows descriptive data with N=9 for Experiment 1, N=9 for Experiment 2, N=11 for Control. Study involved 29 undergraduate students in mathematics education program. No baseline demographics reported.",undergraduate,undergraduate
44,044_02,"ChatGPT in didactical tetrahedron, does it make an exception? A case study in mathematics teaching and learning",2024,Dadan Dasari; Agus Hendriyanto; Sani Sahara; Didi Suryadi; Lukman Hakim Muhaimin; Theodore Chao; Laila Fitriana,mathematical problem-solving abilities,cognitive,apply,9,11,42.593,18.166,30.303,13.288,0.7524,0.4649,-0.1589,1.6637,0.7856,NA,20.6,< 0.01,0.469,RCT,not_reported,OpenAlex,10.3389/feduc.2023.1295413,,,,,,,,,,,medium,,,,,,,,,sixth-semester mathematics education students,sixth-semester mathematics education students,Control,Experiment 1/Experiment 2,"Table 1 shows descriptive data with N=9 for Experiment 1, N=9 for Experiment 2, N=11 for Control. Study involved 29 undergraduate students in mathematics education program. No baseline demographics reported.",undergraduate,undergraduate
