study_id,outcome_id,title,year,authors,outcome_name,outcome_dimension,blooms_level,n_treatment,n_control,m_treatment,sd_treatment,m_control,sd_control,hedges_g,se_g,ci_lower,ci_upper,cohens_d,t_value,f_value,p_value,eta_squared,study_design,genai_tool,source,doi,age_mean_control,age_mean_treatment,age_sd_control,age_sd_treatment,baseline_age_p,baseline_age_t,baseline_gender_chi2,baseline_gender_p,baseline_gpa_p,baseline_gpa_t,extraction_confidence,gender_female_n_control,gender_female_n_treatment,gender_male_n_control,gender_male_n_treatment,gpa_mean_control,gpa_mean_treatment,gpa_sd_control,gpa_sd_treatment,grade_level_control,grade_level_treatment,group_label_control,group_label_treatment,notes,program_type_control,program_type_treatment,blooms_category,academic_level,hedges_g_original
37,037_01,Third-party evaluators perceive AI as more compassionate than expert humans,2025,Dariya Ovsyannikova; Victoria Oldemburgo de Mello; Michael Inzlicht,compassion ratings,affective,not_reported,54.0,54.0,4.08,0.59,3.5,0.524,0.7248,0.2049,0.6306,1.4336,0.73,5.36,,< .001,,RCT,not_reported,OpenAlex,10.1038/s44271-024-00182-6,,,,,,,,,,,high,,,,,,,,,,,Human,AI,"Table 1 shows overall participant demographics across 4 studies combined (N=54, 197, 247, 58), but does not separate by Human vs AI response conditions. This is a within-subjects design where participants evaluate both human and AI responses.",,,not_classified,not_specified,0.7248
37,037_02,Third-party evaluators perceive AI as more compassionate than expert humans,2025,Dariya Ovsyannikova; Victoria Oldemburgo de Mello; Michael Inzlicht,response preference,affective,not_reported,54.0,54.0,,,,,0.6752,0.1978576817367024,,,0.68,5.03,,< .001,,RCT,not_reported,OpenAlex,10.1038/s44271-024-00182-6,,,,,,,,,,,high,,,,,,,,,,,Human,AI,"Table 1 shows overall participant demographics across 4 studies combined (N=54, 197, 247, 58), but does not separate by Human vs AI response conditions. This is a within-subjects design where participants evaluate both human and AI responses.",,,not_classified,not_specified,0.6752
37,037_03,Third-party evaluators perceive AI as more compassionate than expert humans,2025,Dariya Ovsyannikova; Victoria Oldemburgo de Mello; Michael Inzlicht,compassion ratings,affective,not_reported,197.0,197.0,4.06,0.65,3.5,0.524,0.799354543,0.104705095,0.594132557,1.00457653,0.800887832,5.36,63.18,< .001,0.24,RCT,not_reported,OpenAlex,10.1038/s44271-024-00182-6,,,,,,,,,,,high,,,,,,,,,,,Human,AI,"Table 1 shows overall participant demographics across 4 studies combined (N=54, 197, 247, 58), but does not separate by Human vs AI response conditions. This is a within-subjects design where participants evaluate both human and AI responses.",,,not_classified,not_specified,0.799354543
37,037_04,Third-party evaluators perceive AI as more compassionate than expert humans,2025,Dariya Ovsyannikova; Victoria Oldemburgo de Mello; Michael Inzlicht,compassion ratings,affective,not_reported,247.0,247.0,4.08,0.63,3.47,0.6,0.9901,0.0953,0.8032,1.1769,0.9916,5.36,154.36,< .001,0.39,RCT,not_reported,OpenAlex,10.1038/s44271-024-00182-6,,,,,,,,,,,high,,,,,,,,,,,Human,AI,"Table 1 shows overall participant demographics across 4 studies combined (N=54, 197, 247, 58), but does not separate by Human vs AI response conditions. This is a within-subjects design where participants evaluate both human and AI responses.",,,not_classified,not_specified,0.9901
37,037_05,Third-party evaluators perceive AI as more compassionate than expert humans,2025,Dariya Ovsyannikova; Victoria Oldemburgo de Mello; Michael Inzlicht,response preference,affective,not_reported,126.0,126.0,,,,,1.0169,0.1338834307736184,,,1.02,11.5,,< .001,,RCT,not_reported,OpenAlex,10.1038/s44271-024-00182-6,,,,,,,,,,,high,,,,,,,,,,,Human,AI,"Table 1 shows overall participant demographics across 4 studies combined (N=54, 197, 247, 58), but does not separate by Human vs AI response conditions. This is a within-subjects design where participants evaluate both human and AI responses.",,,not_classified,not_specified,1.0169
37,037_06,Third-party evaluators perceive AI as more compassionate than expert humans,2025,Dariya Ovsyannikova; Victoria Oldemburgo de Mello; Michael Inzlicht,response preference,affective,not_reported,121.0,121.0,,,,,0.4685,0.1303166221329122,,,0.47,5.18,,< .001,,RCT,not_reported,OpenAlex,10.1038/s44271-024-00182-6,,,,,,,,,,,high,,,,,,,,,,,Human,AI,"Table 1 shows overall participant demographics across 4 studies combined (N=54, 197, 247, 58), but does not separate by Human vs AI response conditions. This is a within-subjects design where participants evaluate both human and AI responses.",,,not_classified,not_specified,0.4685
37,037_07,Third-party evaluators perceive AI as more compassionate than expert humans,2025,Dariya Ovsyannikova; Victoria Oldemburgo de Mello; Michael Inzlicht,compassion ratings,affective,not_reported,58.0,58.0,3.91,0.47,3.41,0.51,1.0128,0.1972,0.6262,1.3994,1.0196,5.36,32.69,< .001,0.36,RCT,not_reported,OpenAlex,10.1038/s44271-024-00182-6,,,,,,,,,,,high,,,,,,,,,,,Human,AI,"Table 1 shows overall participant demographics across 4 studies combined (N=54, 197, 247, 58), but does not separate by Human vs AI response conditions. This is a within-subjects design where participants evaluate both human and AI responses.",,,not_classified,not_specified,1.0128
37,037_08,Third-party evaluators perceive AI as more compassionate than expert humans,2025,Dariya Ovsyannikova; Victoria Oldemburgo de Mello; Michael Inzlicht,response preference,affective,not_reported,58.0,58.0,,,,,0.7053,0.1913816381537523,,,0.71,5.41,,< .001,,RCT,not_reported,OpenAlex,10.1038/s44271-024-00182-6,,,,,,,,,,,high,,,,,,,,,,,Human,AI,"Table 1 shows overall participant demographics across 4 studies combined (N=54, 197, 247, 58), but does not separate by Human vs AI response conditions. This is a within-subjects design where participants evaluate both human and AI responses.",,,not_classified,not_specified,0.7053
37,037_09,Third-party evaluators perceive AI as more compassionate than expert humans,2025,Dariya Ovsyannikova; Victoria Oldemburgo de Mello; Michael Inzlicht,understanding,affective,not_reported,58.0,58.0,,,,,,,,,,,,,,RCT,ChatGPT,OpenAlex,10.1038/s44271-024-00182-6,,,,,,,,,,,high,,,,,,,,,,,Human,AI,"Table 1 shows overall participant demographics across 4 studies combined (N=54, 197, 247, 58), but does not separate by Human vs AI response conditions. This is a within-subjects design where participants evaluate both human and AI responses.",,,not_classified,not_specified,
37,037_10,Third-party evaluators perceive AI as more compassionate than expert humans,2025,Dariya Ovsyannikova; Victoria Oldemburgo de Mello; Michael Inzlicht,validation,affective,not_reported,58.0,58.0,,,,,,,,,,,,,,RCT,ChatGPT,OpenAlex,10.1038/s44271-024-00182-6,,,,,,,,,,,high,,,,,,,,,,,Human,AI,"Table 1 shows overall participant demographics across 4 studies combined (N=54, 197, 247, 58), but does not separate by Human vs AI response conditions. This is a within-subjects design where participants evaluate both human and AI responses.",,,not_classified,not_specified,
37,037_11,Third-party evaluators perceive AI as more compassionate than expert humans,2025,Dariya Ovsyannikova; Victoria Oldemburgo de Mello; Michael Inzlicht,caring,affective,not_reported,58.0,58.0,,,,,,,,,,,,,,RCT,ChatGPT,OpenAlex,10.1038/s44271-024-00182-6,,,,,,,,,,,high,,,,,,,,,,,Human,AI,"Table 1 shows overall participant demographics across 4 studies combined (N=54, 197, 247, 58), but does not separate by Human vs AI response conditions. This is a within-subjects design where participants evaluate both human and AI responses.",,,not_classified,not_specified,
38,038_01,Use and Effectiveness of Chatbots as Support Tools in GIS Programming Course Assignments,2025,Hartwig H. Hochmair,not_reported,not_reported,not_reported,,,,,,,,,,,,,,,,not_reported,ChatGPT,OpenAlex,10.3390/ijgi14040156,,,,,,,,,,,high,,,,,,,,,,,,,"No baseline demographics table found in provided pages. Study mentions 26 students enrolled, 24 consented, with half receiving chatbot introduction videos.",,,not_classified,not_specified,
40,040_01,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025,Yvonne Tiandem-Adamou,Overall Writing Quality,cognitive,create,100.0,100.0,4.3,0.644,0.0,0.032,3.0,0.4906,8.4338,10.3569,9.4311,,,,,RCT,ChatGPT,Semantic Scholar,10.61414/jeti.v6i4.213,,,,,,,,,,,high,,,,,,,,,,,,,"Table 1 shows overall demographics for 100 participants: 89% aged 18-19, 51% female, 91% freshmen, all Chinese. No group-specific breakdown provided.",,,higher_order,not_specified,9.3953
40,040_02,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025,Yvonne Tiandem-Adamou,Overall Writing Quality,cognitive,create,100.0,100.0,1.98,0.635,,,,,,,,,,,,RCT,ChatGPT,Semantic Scholar,10.61414/jeti.v6i4.213,,,,,,,,,,,high,,,,,,,,,,,,,"Table 1 shows overall demographics for 100 participants: 89% aged 18-19, 51% female, 91% freshmen, all Chinese. No group-specific breakdown provided.",,,higher_order,not_specified,
40,040_03,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025,Yvonne Tiandem-Adamou,Overall Engagement Level 5/30,affective,not_reported,100.0,100.0,3.98,0.864,3.77,1.004,0.2234,0.1419,-0.0547,0.5014,0.2242,,,,,RCT,ChatGPT,Semantic Scholar,10.61414/jeti.v6i4.213,,,,,,,,,,,high,,,,,,,,,,,,,"Table 1 shows overall demographics for 100 participants: 89% aged 18-19, 51% female, 91% freshmen, all Chinese. No group-specific breakdown provided.",,,not_classified,not_specified,0.2234
40,040_04,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025,Yvonne Tiandem-Adamou,Overall Engagement Level 5/23,affective,not_reported,100.0,100.0,3.77,1.004,3.77,1.004,0.2234,0.1419,-0.0547,0.5014,0.2242,,,,,RCT,ChatGPT,Semantic Scholar,10.61414/jeti.v6i4.213,,,,,,,,,,,high,,,,,,,,,,,,,"Table 1 shows overall demographics for 100 participants: 89% aged 18-19, 51% female, 91% freshmen, all Chinese. No group-specific breakdown provided.",,,not_classified,not_specified,0.2234
40,040_05,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025,Yvonne Tiandem-Adamou,Grammar & Syntax,cognitive,apply,100.0,100.0,2.96,0.298,2.96,0.248,0.3815,0.142701981853792,,,0.383,0.0,,1,,RCT,not_reported,Semantic Scholar,10.61414/jeti.v6i4.213,,,,,,,,,,,high,,,,,,,,,,,,,"Table 1 shows overall demographics for 100 participants: 89% aged 18-19, 51% female, 91% freshmen, all Chinese. No group-specific breakdown provided.",,,lower_order,not_specified,0.3815
40,040_06,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025,Yvonne Tiandem-Adamou,Organization & Coherence,cognitive,create,100.0,100.0,3.05,0.209,2.93,0.294,0.4074,0.1428808486117016,,,0.409,1.313,,0.205,,RCT,not_reported,Semantic Scholar,10.61414/jeti.v6i4.213,,,,,,,,,,,high,,,,,,,,,,,,,"Table 1 shows overall demographics for 100 participants: 89% aged 18-19, 51% female, 91% freshmen, all Chinese. No group-specific breakdown provided.",,,higher_order,not_specified,0.4074
40,040_07,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025,Yvonne Tiandem-Adamou,Vocabulary Usage,cognitive,apply,100.0,100.0,3.01,0.285,3.07,0.08,0.3208,0.1423280773424555,,,0.322,-0.834,,0.415,,RCT,not_reported,Semantic Scholar,10.61414/jeti.v6i4.213,,,,,,,,,,,high,,,,,,,,,,,,,"Table 1 shows overall demographics for 100 participants: 89% aged 18-19, 51% female, 91% freshmen, all Chinese. No group-specific breakdown provided.",,,lower_order,not_specified,0.3208
40,040_08,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025,Yvonne Tiandem-Adamou,Argumentation,cognitive,evaluate,100.0,100.0,3.1,0.103,2.98,0.111,0.0767,0.1414733445741635,,,0.077,6.99,,0.001,,RCT,not_reported,Semantic Scholar,10.61414/jeti.v6i4.213,,,,,,,,,,,high,,,,,,,,,,,,,"Table 1 shows overall demographics for 100 participants: 89% aged 18-19, 51% female, 91% freshmen, all Chinese. No group-specific breakdown provided.",,,higher_order,not_specified,0.0767
40,040_09,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025,Yvonne Tiandem-Adamou,Mechanics,cognitive,apply,100.0,100.0,2.99,0.34,2.9,0.343,0.4812,0.1434534196176584,,,0.483,0.88,,0.39,,RCT,not_reported,Semantic Scholar,10.61414/jeti.v6i4.213,,,,,,,,,,,high,,,,,,,,,,,,,"Table 1 shows overall demographics for 100 participants: 89% aged 18-19, 51% female, 91% freshmen, all Chinese. No group-specific breakdown provided.",,,lower_order,not_specified,0.4812
40,040_10,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025,Yvonne Tiandem-Adamou,Overall Writing Performance Score,cognitive,create,100.0,100.0,15.11,0.106,14.83,0.523,0.7561,0.1463872194728761,,,0.759,1.619,,0.122,,RCT,not_reported,Semantic Scholar,10.61414/jeti.v6i4.213,,,,,,,,,,,high,,,,,,,,,,,,,"Table 1 shows overall demographics for 100 participants: 89% aged 18-19, 51% female, 91% freshmen, all Chinese. No group-specific breakdown provided.",,,higher_order,not_specified,0.7561
40,040_11,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025,Yvonne Tiandem-Adamou,Grammar & Syntax,cognitive,apply,100.0,100.0,2.96,0.298,2.96,0.248,0.2451,0.1419513473870537,,,0.246,15.983,,0.001,,RCT,not_reported,Semantic Scholar,10.61414/jeti.v6i4.213,,,,,,,,,,,high,,,,,,,,,,,,,"Table 1 shows overall demographics for 100 participants: 89% aged 18-19, 51% female, 91% freshmen, all Chinese. No group-specific breakdown provided.",,,lower_order,not_specified,0.2451
40,040_12,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025,Yvonne Tiandem-Adamou,Organization & Coherence,cognitive,create,100.0,100.0,3.05,0.209,2.93,0.294,0.2849,0.1421369762764074,,,0.286,7.653,,0.001,,RCT,not_reported,Semantic Scholar,10.61414/jeti.v6i4.213,,,,,,,,,,,high,,,,,,,,,,,,,"Table 1 shows overall demographics for 100 participants: 89% aged 18-19, 51% female, 91% freshmen, all Chinese. No group-specific breakdown provided.",,,higher_order,not_specified,0.2849
40,040_13,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025,Yvonne Tiandem-Adamou,Vocabulary Usage,cognitive,apply,100.0,100.0,3.01,0.285,3.07,0.08,0.1664,0.1416658829782245,,,0.167,15.023,,0.001,,RCT,not_reported,Semantic Scholar,10.61414/jeti.v6i4.213,,,,,,,,,,,high,,,,,,,,,,,,,"Table 1 shows overall demographics for 100 participants: 89% aged 18-19, 51% female, 91% freshmen, all Chinese. No group-specific breakdown provided.",,,lower_order,not_specified,0.1664
40,040_14,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025,Yvonne Tiandem-Adamou,Argumentation,cognitive,evaluate,100.0,100.0,3.1,0.103,2.98,0.111,0.1594,0.1416457584963277,,,0.16,19.164,,0.001,,RCT,not_reported,Semantic Scholar,10.61414/jeti.v6i4.213,,,,,,,,,,,high,,,,,,,,,,,,,"Table 1 shows overall demographics for 100 participants: 89% aged 18-19, 51% female, 91% freshmen, all Chinese. No group-specific breakdown provided.",,,higher_order,not_specified,0.1594
40,040_15,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025,Yvonne Tiandem-Adamou,Mechanics,cognitive,apply,100.0,100.0,2.99,0.34,2.9,0.343,0.3118,0.1422780661240516,,,0.313,13.773,,0.001,,RCT,not_reported,Semantic Scholar,10.61414/jeti.v6i4.213,,,,,,,,,,,high,,,,,,,,,,,,,"Table 1 shows overall demographics for 100 participants: 89% aged 18-19, 51% female, 91% freshmen, all Chinese. No group-specific breakdown provided.",,,lower_order,not_specified,0.3118
40,040_16,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025,Yvonne Tiandem-Adamou,Overall Writing Performance Score,cognitive,create,100.0,100.0,15.11,0.106,14.83,0.523,0.4612,0.1432890910013738,,,0.463,34.584,,0.001,,RCT,not_reported,Semantic Scholar,10.61414/jeti.v6i4.213,,,,,,,,,,,high,,,,,,,,,,,,,"Table 1 shows overall demographics for 100 participants: 89% aged 18-19, 51% female, 91% freshmen, all Chinese. No group-specific breakdown provided.",,,higher_order,not_specified,0.4612
40,040_17,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025,Yvonne Tiandem-Adamou,Total Writing Performance Score,cognitive,create,20.0,20.0,21.2,0.359,17.61,0.354,3.0,1.1479,7.6199,12.1197,10.0699,1.619,,0.998,,RCT,not_reported,Semantic Scholar,10.61414/jeti.v6i4.213,,,,,,,,,,,high,,,,,,,,,,,,,"Table 1 shows overall demographics for 100 participants: 89% aged 18-19, 51% female, 91% freshmen, all Chinese. No group-specific breakdown provided.",,,higher_order,not_specified,9.8698
